Ticker,Name,Sector,Industry,Price,Collection
MAN,ManpowerGroup Inc.,Services,Staffing & Outsourcing Services,WIKI/MAN,stocks/man
MANH,"Manhattan Associates, Inc.",Technology,Application Software,WIKI/MANH,stocks/manh
MAR,"Marriott International, Inc.",Services,Lodging,WIKI/MAR,stocks/mar
MARK,"Remark Media, Inc.",Technology,Internet Information Providers,NA,stocks/mark
MAS,Masco Corporation,Industrial Goods,General Building Materials,WIKI/MAS,stocks/mas
MASC,Material Sciences Corporation,,,NA,stocks/masc
MASI,Masimo Corporation,Healthcare,Medical Appliances & Equipment,WIKI/MASI,stocks/masi
MAT,"Mattel, Inc.",Consumer Goods,Toys & Games,WIKI/MAT,stocks/mat
MATW,Matthews International Corporation,Services,Personal Services,WIKI/MATW,stocks/matw
MAXY,"Maxygen, Inc.",,,NA,stocks/maxy
MAYS,JW Mays Inc.,Financial,Property Management,NA,stocks/mays
MBFI,MB Financial Inc.,Financial,Regional - Midwest Banks,WIKI/MBFI,stocks/mbfi
MBLX,"Metabolix, Inc.",Basic Materials,Specialty Chemicals,NA,stocks/mblx
MBND,Multiband Corporation,,,NA,stocks/mbnd
MBRG,Middleburg Financial Corporation,Financial,Regional - Mid-Atlantic Banks,WIKI/MBRG,stocks/mbrg
MBTF,MBT Financial Corp.,Financial,Regional - Northeast Banks,NA,stocks/mbtf
MBWM,Mercantile Bank Corp.,Financial,Regional - Midwest Banks,WIKI/MBWM,stocks/mbwm
MCBC,Macatawa Bank Corp.,Financial,Regional - Midwest Banks,WIKI/MCBC,stocks/mcbc
MCBF,Monarch Community Bancorp Inc.,Financial,Regional - Midwest Banks,NA,stocks/mcbf
MCBI,Metrocorp Bancshares Inc.,,,NA,stocks/mcbi
MCBK,"Madison County Financial, Inc.",Financial,Regional - Midwest Banks,NA,stocks/mcbk
MCD,McDonald's Corp.,Services,Restaurants,WIKI/MCD,stocks/mcd
MCF,Contango Oil & Gas Company,Basic Materials,Independent Oil & Gas,WIKI/MCF,stocks/mcf
MCHP,Microchip Technology Inc.,Technology,Semiconductor - Specialized,WIKI/MCHP,stocks/mchp
MCHX,"Marchex, Inc.",Services,Marketing Services,WIKI/MCHX,stocks/mchx
MCK,McKesson Corporation,Services,Drugs Wholesale,WIKI/MCK,stocks/mck
MCO,Moody's Corporation,Services,Business Services,WIKI/MCO,stocks/mco
MCRI,Monarch Casino & Resort Inc.,Services,Resorts & Casinos,WIKI/MCRI,stocks/mcri
MCRS,"MICROS Systems, Inc.",Technology,Application Software,WIKI/MCRS,stocks/mcrs
MCS,The Marcus Corporation,Services,Resorts & Casinos,WIKI/MCS,stocks/mcs
MCP,"Molycorp, Inc.",Basic Materials,Industrial Metals & Minerals,WIKI/MCP,stocks/mcp
MCY,Mercury General Corporation,Financial,Property & Casualty Insurance,WIKI/MCY,stocks/mcy
MD,"MEDNAX, Inc.",Healthcare,Specialized Health Services,WIKI/MD,stocks/md
MCZ,Mad Catz Interactive Inc.,Technology,Computer Peripherals,NA,NA
MDC,MDC Holdings Inc.,Industrial Goods,Residential Construction,WIKI/MDC,stocks/mdc
MDCI,Medical Action Industries Inc.,Healthcare,Medical Appliances & Equipment,WIKI/MDCI,stocks/mdci
MDCO,The Medicines Company,Healthcare,Drugs - Generic,WIKI/MDCO,stocks/mdco
MDLZ,"Mondelez International, Inc.",Consumer Goods,Confectioners,WIKI/MDLZ,stocks/mdlz
MDP,Meredith Corporation,Services,Publishing - Periodicals,WIKI/MDP,stocks/mdp
MDSO,"Medidata Solutions, Inc.",Technology,Healthcare Information Services,WIKI/MDSO,stocks/mdso
MDT,"Medtronic, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/MDT,stocks/mdt
MDU,MDU Resources Group Inc.,Utilities,Diversified Utilities,WIKI/MDU,stocks/mdu
MDW,Midway Gold Corp.,Basic Materials,Gold,WIKI/MDW,stocks/mdw
MDVN,"Medivation, Inc.",Healthcare,Biotechnology,WIKI/MDVN,stocks/mdvn
MDXG,"MiMedx Group, Inc.",Healthcare,Medical Appliances & Equipment,WIKI/MDXG,NA
MEAD,Meade Instruments Corp.,,,NA,stocks/mead
MEAS,Measurement Specialties Inc.,Technology,Scientific & Technical Instruments,WIKI/MEAS,stocks/meas
MED,Medifast Inc.,Services,"Specialty Retail, Other",WIKI/MED,stocks/med
MEET,"MeetMe, Inc.",Technology,Internet Information Providers,NA,stocks/meet
MEIP,"MEI Pharma, Inc.",Healthcare,Drug Manufacturers - Other,WIKI/MEIP,stocks/meip
MELA,"MELA Sciences, Inc.",Healthcare,Medical Instruments & Supplies,NA,stocks/mela
MELI,"Mercadolibre, Inc.",Services,Catalog & Mail Order Houses,NA,stocks/meli
MEI,"Methode Electronics, Inc.",Technology,Diversified Electronics,WIKI/MEI,stocks/mei
MEMP,Memorial Production Partners LP,Basic Materials,Independent Oil & Gas,NA,stocks/memp
MEMS,"MEMSIC, Inc.",,,NA,stocks/mems
MENT,Mentor Graphics Corp.,Technology,Technical & System Software,WIKI/MENT,stocks/ment
MERR,"Merriman Holdings, Inc.",Financial,Asset Management,NA,stocks/merr
MET,"MetLife, Inc.",Financial,Life Insurance,WIKI/MET,stocks/met
MFA,"MFA Financial, Inc.",Financial,REIT - Diversified,NA,stocks/mfa
METR,"Metro Bancorp, Inc.",Financial,Regional - Northeast Banks,WIKI/METR,stocks/metr
MFCO,Microwave Filter Co. Inc.,Technology,Diversified Electronics,NA,stocks/mfco
MFI,MicroFinancial Inc.,Financial,Credit Services,NA,stocks/mfi
MFLR,"Mayflower Bancorp, Inc.",,,NA,stocks/mflr
MFLX,"Multi-Fineline Electronix, Inc.",Technology,Printed Circuit Boards,WIKI/MFLX,stocks/mflx
MFNC,Mackinac Financial Corporation,Financial,Regional - Southwest Banks,NA,stocks/mfnc
MFRI,"MFRI, Inc.",Industrial Goods,Pollution & Treatment Controls,NA,stocks/mfri
MFRM,Mattress Firm Holding Corp.,Services,"Specialty Retail, Other",WIKI/MFRM,stocks/mfrm
MFSF,Mutualfirst Financial Inc.,Financial,Regional - Midwest Banks,NA,stocks/mfsf
MG,"Mistras Group, Inc.",Services,Security & Protection Services,WIKI/MG,stocks/mg
MGAM,"Multimedia Games Holding Company, Inc.",Services,Gaming Activities,WIKI/MGAM,stocks/mgam
MGCD,MGC Diagnostics Corporation,Healthcare,Medical Appliances & Equipment,NA,stocks/mgcd
MGLN,Magellan Health Services Inc.,Healthcare,Health Care Plans,WIKI/MGLN,stocks/mgln
MGM,MGM Resorts International,Services,Resorts & Casinos,WIKI/MGM,stocks/mgm
MGPI,MGP Ingredients Inc.,Consumer Goods,Processed & Packaged Goods,NA,stocks/mgpi
MGT,"MGT Capital Investments, Inc.",Services,Business Services,NA,stocks/mgt
MGYR,"Magyar Bancorp, Inc.",Financial,Regional - Northeast Banks,NA,stocks/mgyr
MHFI,"McGraw Hill Financial, Inc.",Services,Business Services,WIKI/MHFI,NA
MHGC,Morgans Hotel Group Co.,Services,Lodging,WIKI/MHGC,stocks/mhgc
MHO,"M/I Homes, Inc.",Industrial Goods,Residential Construction,WIKI/MHO,stocks/mho
MGN,"Mines Management, Inc.",Basic Materials,Silver,NA,stocks/mgn
MHH,"Mastech Holdings, Inc.",Services,Staffing & Outsourcing Services,NA,stocks/mhh
MIDD,Middleby Corp.,Industrial Goods,Diversified Machinery,WIKI/MIDD,stocks/midd
MIG,Meadowbrook Insurance Group Inc.,Financial,Property & Casualty Insurance,WIKI/MIG,stocks/mig
MILL,"Miller Energy Resources, Inc.",Basic Materials,Independent Oil & Gas,WIKI/MILL,stocks/mill
MIND,Mitcham Industries Inc.,Technology,Scientific & Technical Instruments,WIKI/MIND,stocks/mind
MINI,"Mobile Mini, Inc.",Consumer Goods,Packaging & Containers,WIKI/MINI,stocks/mini
MHK,Mohawk Industries Inc.,Consumer Goods,Home Furnishings & Fixtures,WIKI/MHK,stocks/mhk
MITK,"Mitek Systems, Inc.",Technology,Application Software,WIKI/MITK,stocks/mitk
MITL,Mitel Networks Corporation,Technology,Communication Equipment,NA,stocks/mitl
MJN,Mead Johnson Nutrition Company,Consumer Goods,Processed & Packaged Goods,WIKI/MJN,stocks/mjn
MKC,"McCormick & Company, Incorporated",Consumer Goods,Processed & Packaged Goods,WIKI/MKC,stocks/mkc
MKL,Markel Corp.,Financial,Property & Casualty Insurance,WIKI/MKL,stocks/mkl
MKSI,"MKS Instruments, Inc.",Technology,Scientific & Technical Instruments,WIKI/MKSI,stocks/mksi
MKTG,"Responsys, Inc.",,,NA,stocks/mktg
MKTO,"Marketo, Inc.",Technology,Application Software,WIKI/MKTO,stocks/mkto
MKTX,MarketAxess Holdings Inc.,Financial,Investment Brokerage - National,WIKI/MKTX,stocks/mktx
MKTY,"Mechanical Technology, Incorporated",,,NA,stocks/mkty
MLAB,Mesa Laboratories Inc.,Healthcare,Medical Instruments & Supplies,WIKI/MLAB,stocks/mlab
MLM,Martin Marietta Materials Inc.,Industrial Goods,General Building Materials,WIKI/MLM,stocks/mlm
MLHR,Herman Miller Inc.,Consumer Goods,Business Equipment,WIKI/MLHR,stocks/mlhr
MLP,"Maui Land & Pineapple Company, Inc.",Financial,Real Estate Development,NA,stocks/mlp
MLNK,"ModusLink Global Solutions, Inc.",Services,Air Delivery & Freight Services,WIKI/MLNK,stocks/mlnk
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductor - Broad Line,NA,stocks/mlnx
MMC,"Marsh & McLennan Companies, Inc.",Financial,Insurance Brokers,WIKI/MMC,stocks/mmc
MMP,Magellan Midstream Partners LP,Basic Materials,Oil & Gas Pipelines,NA,stocks/mmp
MMM,3M Company,Industrial Goods,Diversified Machinery,WIKI/MMM,stocks/mmm
MMS,"MAXIMUS, Inc.",Services,Business Services,WIKI/MMS,stocks/mms
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/MMSI,stocks/mmsi
MNDL,"Mandalay Digital Group, Inc.",Technology,Diversified Communication Services,NA,stocks/mndl
MNGA,Magnegas Corporation,Basic Materials,Major Integrated Oil & Gas,NA,stocks/mnga
MN,"Manning & Napier, Inc.",Financial,Asset Management,WIKI/MN,stocks/mn
MNKD,MannKind Corp.,Healthcare,Biotechnology,WIKI/MNKD,stocks/mnkd
MNOV,MediciNova Inc.,Healthcare,Biotechnology,NA,stocks/mnov
MNR,Monmouth Real Estate Investment Corp.,Financial,REIT - Industrial,NA,stocks/mnr
MNRK,"Monarch Financial Holdings, Inc.",Financial,Regional - Mid-Atlantic Banks,NA,stocks/mnrk
MNRO,Monro Muffler Brake Inc.,Consumer Goods,Auto Parts,WIKI/MNRO,stocks/mnro
MNST,Monster Beverage Corporation,Consumer Goods,Beverages - Soft Drinks,WIKI/MNST,stocks/mnst
MNTA,Momenta Pharmaceuticals Inc.,Healthcare,Drugs - Generic,WIKI/MNTA,stocks/mnta
MNTG,"MTR Gaming Group, Inc.",Services,Resorts & Casinos,NA,stocks/mntg
MNTX,"Manitex International, Inc.",Industrial Goods,Diversified Machinery,WIKI/MNTX,stocks/mntx
MO,Altria Group Inc.,Consumer Goods,Cigarettes,WIKI/MO,stocks/mo
MOC,Command Security Corp.,Services,Security & Protection Services,NA,stocks/moc
MOCO,MOCON Inc.,Technology,Scientific & Technical Instruments,NA,stocks/moco
MOD,Modine Manufacturing Company,Consumer Goods,Auto Parts,WIKI/MOD,stocks/mod
MODN,"Model N, Inc.",,,WIKI/MODN,stocks/modn
MOFG,"MidWest One Financial Group, Inc.",Financial,Regional - Southwest Banks,WIKI/MOFG,stocks/mofg
MOGA,Moog Inc.,Industrial Goods,Aerospace/Defense Products & Services,NA,stocks/moga
MOH,"Molina Healthcare, Inc.",Healthcare,Health Care Plans,WIKI/MOH,stocks/moh
MOLX,Molex Incorporated,,,NA,stocks/molx
MOLXA,Molex Incorporated,,,NA,stocks/molxa
MON,Monsanto Company,Basic Materials,Agricultural Chemicals,WIKI/MON,stocks/mon
MORN,Morningstar Inc.,Technology,Information & Delivery Services,WIKI/MORN,stocks/morn
MOS,The Mosaic Company,Basic Materials,Agricultural Chemicals,WIKI/MOS,stocks/mos
MOSY,"MoSys, Inc.",Technology,Semiconductor - Integrated Circuits,WIKI/MOSY,stocks/mosy
MOV,"Movado Group, Inc.",Consumer Goods,"Recreational Goods, Other",WIKI/MOV,stocks/mov
MOVE,"Move, Inc.",Technology,Internet Information Providers,WIKI/MOVE,stocks/move
MPAA,Motorcar Parts of America Inc.,Consumer Goods,Auto Parts,NA,stocks/mpaa
MPAC,MOD-PAC Corp.,,,NA,stocks/mpac
MPB,Mid Penn Bancorp Inc.,Financial,Regional - Northeast Banks,NA,stocks/mpb
MPET,Magellan Petroleum Corporation,Basic Materials,Independent Oil & Gas,NA,stocks/mpet
MPC,Marathon Petroleum Corporation,Basic Materials,Oil & Gas Refining & Marketing,WIKI/MPC,stocks/mpc
MPO,"Midstates Petroleum Company, Inc.",Basic Materials,Independent Oil & Gas,WIKI/MPO,stocks/mpo
MPW,Medical Properties Trust Inc.,Financial,REIT - Healthcare Facilities,NA,NA
MPWR,Monolithic Power Systems Inc.,Technology,Semiconductor - Specialized,WIKI/MPWR,stocks/mpwr
MPX,Marine Products Corp.,Consumer Goods,Recreational Vehicles,WIKI/MPX,stocks/mpx
MRC,MRC Global Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/MRC,stocks/mrc
MRCY,"Mercury Systems, Inc.",Technology,Computer Peripherals,WIKI/MRCY,stocks/mrcy
MRGE,Merge Healthcare Incorporated,Technology,Healthcare Information Services,WIKI/MRGE,stocks/mrge
MRH,Montpelier Re Holdings Ltd.,Financial,Property & Casualty Insurance,WIKI/MRH,stocks/mrh
MRIN,Marin Software Incorporated,Technology,Application Software,WIKI/MRIN,stocks/mrin
MRLN,Marlin Business Services Corp.,Financial,Mortgage Investment,WIKI/MRLN,stocks/mrln
MRTN,Marten Transport Ltd.,Services,Trucking,WIKI/MRTN,stocks/mrtn
MRK,Merck & Co. Inc.,Healthcare,Drug Manufacturers - Major,WIKI/MRK,stocks/mrk
MSCC,Microsemi Corporation,Technology,Semiconductor - Integrated Circuits,WIKI/MSCC,stocks/mscc
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductor - Integrated Circuits,WIKI/MRVL,stocks/mrvl
MSCI,MSCI Inc.,Technology,Application Software,WIKI/MSCI,stocks/msci
MSEX,Middlesex Water Co.,Utilities,Water Utilities,WIKI/MSEX,stocks/msex
MSFG,Mainsource Financial Group,Financial,Regional - Midwest Banks,WIKI/MSFG,stocks/msfg
MSFT,Microsoft Corporation,Technology,Business Software & Services,WIKI/MSFT,stocks/msft
MSG,The Madison Square Garden Company,Services,Entertainment - Diversified,WIKI/MSG,stocks/msg
MSL,Midsouth Bancorp Inc.,Financial,Regional - Southeast Banks,WIKI/MSL,stocks/msl
MSM,MSC Industrial Direct Co. Inc.,Services,Industrial Equipment Wholesale,WIKI/MSM,stocks/msm
MSO,Martha Stewart Living Omnimedia Inc.,Services,Publishing - Periodicals,WIKI/MSO,stocks/mso
MSTR,MicroStrategy Inc.,Technology,Application Software,WIKI/MSTR,stocks/mstr
MTD,Mettler-Toledo International Inc.,Technology,Scientific & Technical Instruments,WIKI/MTD,stocks/mtd
MTDR,Matador Resources Company,Basic Materials,Independent Oil & Gas,WIKI/MTDR,stocks/mtdr
MTG,MGIC Investment Corp.,Financial,Property & Casualty Insurance,WIKI/MTG,stocks/mtg
MTH,Meritage Homes Corporation,Industrial Goods,Residential Construction,WIKI/MTH,stocks/mth
MTN,Vail Resorts Inc.,Services,Resorts & Casinos,WIKI/MTN,stocks/mtn
MTOR,"Meritor, Inc.",Consumer Goods,Auto Parts,WIKI/MTOR,stocks/mtor
MTRN,Materion Corporation,Basic Materials,Industrial Metals & Minerals,WIKI/MTRN,stocks/mtrn
MTRX,Matrix Service Company,Industrial Goods,Heavy Construction,WIKI/MTRX,stocks/mtrx
MTSC,MTS Systems Corporation,Technology,Scientific & Technical Instruments,WIKI/MTSC,stocks/mtsc
MTSI,"M/A-Com Technology Solutions Holdings, Inc.",Technology,Semiconductor - Broad Line,WIKI/MTSI,stocks/mtsi
MTW,"The Manitowoc Company, Inc.",Industrial Goods,Farm & Construction Machinery,WIKI/MTW,stocks/mtw
MTX,Minerals Technologies Inc.,Basic Materials,Chemicals - Major Diversified,WIKI/MTX,stocks/mtx
MTZ,"MasTec, Inc.",Industrial Goods,Heavy Construction,WIKI/MTZ,stocks/mtz
MW,"The Men's Wearhouse, Inc.",Services,Apparel Stores,WIKI/MW,stocks/mw
MWA,"Mueller Water Products, Inc.",Industrial Goods,Industrial Equipment & Components,WIKI/MWA,stocks/mwa
MWIV,"MWI Veterinary Supply, Inc.",Services,Medical Equipment Wholesale,WIKI/MWIV,stocks/mwiv
MWW,"Monster Worldwide, Inc.",Services,Staffing & Outsourcing Services,WIKI/MWW,stocks/mww
MXL,"MaxLinear, Inc.",Technology,Semiconductor Equipment & Materials,WIKI/MXL,stocks/mxl
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductor - Broad Line,WIKI/MXIM,stocks/mxim
MXWL,"Maxwell Technologies, Inc.",Technology,Diversified Electronics,WIKI/MXWL,stocks/mxwl
MYE,Myers Industries Inc.,Consumer Goods,Rubber & Plastics,WIKI/MYE,stocks/mye
MYGN,Myriad Genetics Inc.,Services,Research Services,WIKI/MYGN,stocks/mygn
MYRG,"MYR Group, Inc.",Industrial Goods,General Contractors,WIKI/MYRG,stocks/myrg
N,NetSuite Inc.,Technology,Business Software & Services,WIKI/N,stocks/n
NANO,Nanometrics Incorporated,Technology,Semiconductor Equipment & Materials,WIKI/NANO,stocks/nano
NASB,"NASB Financial, Inc.",Financial,Savings & Loans,WIKI/NASB,stocks/nasb
NATI,National Instruments Corporation,Technology,Technical & System Software,WIKI/NATI,stocks/nati
NATL,National Interstate Corporation,Financial,Property & Casualty Insurance,WIKI/NATL,stocks/natl
NATH,Nathan's Famous Inc.,Services,Restaurants,WIKI/NATH,stocks/nath
NATR,Nature's Sunshine Products Inc.,Healthcare,Drugs - Generic,WIKI/NATR,stocks/natr
NAV,Navistar International Corporation,Consumer Goods,Trucks & Other Vehicles,WIKI/NAV,stocks/nav
NAVB,"Navidea Biopharmaceuticals, Inc",Healthcare,Medical Appliances & Equipment,WIKI/NAVB,stocks/navb
NAVG,Navigators Group Inc.,Financial,Property & Casualty Insurance,WIKI/NAVG,stocks/navg
NBBC,NewBridge Bancorp,Financial,Regional - Mid-Atlantic Banks,WIKI/NBBC,stocks/nbbc
NBIX,Neurocrine Biosciences Inc.,Healthcare,Drugs - Generic,WIKI/NBIX,stocks/nbix
NBTB,"NBT Bancorp, Inc.",Financial,Regional - Northeast Banks,WIKI/NBTB,stocks/nbtb
NC,Nacco Industries Inc.,Conglomerates,Conglomerates,WIKI/NC,stocks/nc
NBTF,,Financial,Regional - Southeast Banks,NA,stocks/nbtf
NCBC,New Century Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks,NA,stocks/ncbc
NCI,Navigant Consulting Inc.,Services,Management Services,WIKI/NCI,stocks/nci
NBCB,First NBC Bank Holding Company,Financial,Foreign Regional Banks,WIKI/NBCB,stocks/nbcb
NCIT,"NCI, Inc.",Technology,Information Technology Services,NA,stocks/ncit
NCLH,Norwegian Cruise Line Holdings Ltd.,,,WIKI/NCLH,stocks/nclh
NCMI,"National CineMedia, Inc.",Services,Marketing Services,WIKI/NCMI,stocks/ncmi
NCQ,NovaCopper Inc.,Basic Materials,Industrial Metals & Minerals,NA,NA
NCR,NCR Corp.,Technology,Information Technology Services,WIKI/NCR,stocks/ncr
NCT,Newcastle Investment Corp.,Financial,REIT - Diversified,NA,stocks/nct
NCS,NCI Building Systems Inc.,Industrial Goods,General Building Materials,WIKI/NCS,stocks/ncs
NDAQ,"The Nasdaq OMX Group, Inc.",Financial,Diversified Investments,WIKI/NDAQ,stocks/ndaq
NDSN,Nordson Corporation,Industrial Goods,Diversified Machinery,WIKI/NDSN,stocks/ndsn
NE,Noble Corp.,Basic Materials,Oil & Gas Drilling & Exploration,WIKI/NE,stocks/ne
NECB,"Northeast Community Bancorp, Inc.",Financial,Savings & Loans,NA,stocks/necb
NEE,"NextEra Energy, Inc.",Utilities,Electric Utilities,WIKI/NEE,stocks/nee
NEM,Newmont Mining Corporation,Basic Materials,Gold,WIKI/NEM,stocks/nem
NEN,New England Realty Associates LP,Financial,Real Estate Development,NA,NA
NEO,Neogenomics Inc.,Healthcare,Medical Laboratories & Research,WIKI/NEO,stocks/neo
NEOG,Neogen Corp.,Healthcare,Diagnostic Substances,WIKI/NEOG,stocks/neog
NEON,"Neonode, Inc.",Technology,Diversified Electronics,WIKI/NEON,stocks/neon
NES,"Nuverra Environmental Solutions, Inc.",Industrial Goods,Waste Management,WIKI/NES,NA
NEU,NewMarket Corporation,Basic Materials,Specialty Chemicals,WIKI/NEU,stocks/neu
NEWN,New Energy Systems Group,Technology,Diversified Electronics,NA,stocks/newn
NEWP,Newport Corp.,Services,Industrial Equipment Wholesale,WIKI/NEWP,stocks/newp
NEWS,"NewStar Financial, Inc.",Financial,Credit Services,WIKI/NEWS,stocks/news
NEWT,Newtek Business Services Inc.,Services,Business Services,NA,stocks/newt
NFEC,NF Energy Saving Corp.,Industrial Goods,Industrial Equipment & Components,NA,stocks/nfec
NFG,National Fuel Gas Company,Basic Materials,Independent Oil & Gas,WIKI/NFG,stocks/nfg
NFLX,"Netflix, Inc.",Services,CATV Systems,WIKI/NFLX,stocks/nflx
NFSB,Newport Bancorp Inc.,,,NA,stocks/nfsb
NFX,Newfield Exploration Co.,Basic Materials,Independent Oil & Gas,WIKI/NFX,stocks/nfx
NGL,NGL Energy Partners LP,Basic Materials,Oil & Gas Refining & Marketing,NA,stocks/ngl
NGLS,Targa Resources Partners LP,Basic Materials,Oil & Gas Pipelines,NA,stocks/ngls
NGS,Natural Gas Services Group Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/NGS,stocks/ngs
NGSX,"NeurogesX, Inc.",Healthcare,Drug Manufacturers - Other,NA,stocks/ngsx
NHC,National Healthcare Corp.,Healthcare,Long-Term Care Facilities,WIKI/NHC,stocks/nhc
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Services,Grocery Stores,WIKI/NGVC,stocks/ngvc
NHTB,New Hampshire Thrift Bancshares Inc.,Financial,Savings & Loans,NA,stocks/nhtb
NHI,National Health Investors Inc.,Financial,REIT - Healthcare Facilities,NA,stocks/nhi
NICK,Nicholas Financial Inc.,Financial,Credit Services,WIKI/NICK,stocks/nick
NIHD,NII Holdings Inc.,Technology,Wireless Communications,WIKI/NIHD,stocks/nihd
NI,NiSource Inc.,Utilities,Diversified Utilities,WIKI/NI,stocks/ni
NILE,Blue Nile Inc.,Services,Jewelry Stores,WIKI/NILE,stocks/nile
NJR,New Jersey Resources Corp.,Utilities,Gas Utilities,WIKI/NJR,stocks/njr
NKA,Niska Gas Storage Partners LLC,Utilities,Gas Utilities,NA,stocks/nka
NKE,"Nike, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories,WIKI/NKE,stocks/nke
NKSH,National Bankshares Inc.,Financial,Regional - Mid-Atlantic Banks,WIKI/NKSH,stocks/nksh
NKTR,Nektar Therapeutics,Healthcare,Biotechnology,WIKI/NKTR,stocks/nktr
NL,NL Industries Inc.,Services,Industrial Equipment Wholesale,WIKI/NL,stocks/nl
NLP,NTS Realty Holdings LP,Financial,Real Estate Development,NA,stocks/nlp
NLS,Nautilus Inc.,Consumer Goods,Sporting Goods,WIKI/NLS,stocks/nls
NLNK,NewLink Genetics Corporation,Healthcare,Biotechnology,WIKI/NLNK,stocks/nlnk
NLSN,Nielsen Holdings N.V.,Technology,Information & Delivery Services,WIKI/NLSN,stocks/nlsn
NLST,Netlist Inc.,Technology,Semiconductor- Memory Chips,NA,stocks/nlst
NLY,"Annaly Capital Management, Inc.",Financial,REIT - Diversified,NA,stocks/nly
NMRX,Numerex Corp.,Technology,Communication Equipment,WIKI/NMRX,stocks/nmrx
NNBR,NN Inc.,Industrial Goods,Machine Tools & Accessories,WIKI/NNBR,stocks/nnbr
NNI,"Nelnet, Inc.",Financial,Credit Services,WIKI/NNI,stocks/nni
NNN,"National Retail Properties, Inc.",Financial,REIT - Diversified,NA,stocks/nnn
NOBH,Nobility Homes Inc.,Industrial Goods,Manufactured Housing,NA,stocks/nobh
NOR,Noranda Aluminum Holding Corp.,Basic Materials,Aluminum,WIKI/NOR,stocks/nor
NOC,Northrop Grumman Corporation,Industrial Goods,Aerospace/Defense - Major Diversified,WIKI/NOC,stocks/noc
NOV,"National Oilwell Varco, Inc.",Basic Materials,Oil & Gas Equipment & Services,WIKI/NOV,stocks/nov
NOVB,North Valley Bancorp,Financial,Regional - Pacific Banks,NA,stocks/novb
NOW,"ServiceNow, Inc.",Technology,Information Technology Services,WIKI/NOW,stocks/now
NP,"Neenah Paper, Inc.",Consumer Goods,Paper & Paper Products,WIKI/NP,stocks/np
NPBC,National Penn Bancshares Inc.,Financial,Regional - Northeast Banks,WIKI/NPBC,stocks/npbc
NPK,National Presto Industries Inc.,Consumer Goods,Appliances,WIKI/NPK,stocks/npk
NPO,"EnPro Industries, Inc.",Industrial Goods,Industrial Equipment & Components,WIKI/NPO,stocks/npo
NPSP,"NPS Pharmaceuticals, Inc.",Healthcare,Biotechnology,WIKI/NPSP,stocks/npsp
NPTN,NeoPhotonics Corporation,Technology,Semiconductor - Broad Line,WIKI/NPTN,stocks/nptn
NR,Newpark Resources Inc.,Basic Materials,Oil & Gas Equipment & Services,WIKI/NR,stocks/nr
NRF,NorthStar Realty Finance Corp.,Financial,REIT - Retail,NA,stocks/nrf
NRG,"NRG Energy, Inc.",Utilities,Diversified Utilities,WIKI/NRG,stocks/nrg
NRIM,Northrim Bancorp Inc.,Financial,Regional - Pacific Banks,WIKI/NRIM,stocks/nrim
NRP,Natural Resource Partners LP,Basic Materials,Industrial Metals & Minerals,NA,stocks/nrp
NRTLQ,Nortel Networks Corporation,,,NA,stocks/nrtlq
NS,NuStar Energy L.P.,Basic Materials,Oil & Gas Pipelines,NA,stocks/ns
NSC,Norfolk Southern Corporation,Services,Railroads,WIKI/NSC,stocks/nsc
NSEC,National Security Group Inc.,Financial,Property & Casualty Insurance,NA,stocks/nsec
NSH,"NuStar GP Holdings, LLC",Basic Materials,Oil & Gas Pipelines,NA,stocks/nsh
NSFC,Northern States Financial Corporation,Financial,Regional - Midwest Banks,NA,stocks/nsfc
NSIT,Insight Enterprises Inc.,Technology,Application Software,WIKI/NSIT,stocks/nsit
NSLP,New Source Energy Partners L.P.,Basic Materials,Independent Oil & Gas,NA,stocks/nslp
NSM,Nationstar Mortgage Holdings Inc.,Financial,Mortgage Investment,WIKI/NSM,stocks/nsm
NSP,"Insperity, Inc.",Services,Business Services,WIKI/NSP,stocks/nsp
NSPH,"Nanosphere, Inc.",Healthcare,Medical Instruments & Supplies,WIKI/NSPH,stocks/nsph
NSR,"NeuStar, Inc.",Technology,Diversified Communication Services,WIKI/NSR,stocks/nsr
NSSC,"Napco Security Technologies, Inc.",Services,Security & Protection Services,NA,stocks/nssc
NSYS,Nortech Systems Inc.,Technology,Diversified Electronics,NA,stocks/nsys
NTAP,"NetApp, Inc.",Technology,Data Storage Devices,WIKI/NTAP,stocks/ntap
NTCT,"NetScout Systems, Inc.",Technology,Business Software & Services,WIKI/NTCT,stocks/ntct
NTGR,Netgear Inc.,Technology,Communication Equipment,WIKI/NTGR,stocks/ntgr
NTI,Northern Tier Energy LP,Basic Materials,Oil & Gas Refining & Marketing,NA,stocks/nti
NTIC,Northern Technologies International Corp.,Consumer Goods,Packaging & Containers,NA,stocks/ntic
